depmap_id,cell_line_display_name,lineage_1,lineage_2,lineage_3,lineage_6,lineage_4,BRCA1,ROS1,RAD51,MLH1,KEAP1,PGR,PALB2,ABCB1,ESR1,MSH2,SOX10,CCNE1,CDK6,MET,GATA3,RAD51C,AREG,CCND1,VEGFA,STK11,PIK3CA,EREG,FOXA1,TOP2A,KRAS,APC,CDK4,MDM2,MYC,BRCA2,RB1,TP53,SMAD4,ERBB2,AKT1,EGFR,CDKN2A,MKI67,ATM,KIT,BRAF,RET,CTNNB1,ALK,PTEN,HRAS,CHEK2,RAD51D,MITF,NF1,MTOR,TOP1,NRAS
ACH-002459,HT144DABTRAMR,Skin,Melanoma,Melanoma,,,3.4546892643,0.4271952808,2.5716428757,5.4006094933,4.7902350426,0.097950533,3.1669049263,0.8507178426,0.3338312805,3.9816973209,0.1147907749,2.9524044991,3.9154443741,5.6541633606,4.0453467369,4.5090498924,4.5662002563,7.0647964478,6.5759882927,5.3285098076,3.8083336353,0.23772645,1.7232134342,6.5026011467,3.7889883518,3.0154528618,8.452340126,6.3127322197,2.9091625214,2.0207796097,4.7234930992,5.0472373962,4.8024311066,5.1519522667,6.2042384148,5.1340608597,0.0,4.0887522697,4.4846343994,0.0635443553,3.2720992565,0.2290218025,7.9424853325,1.754147768,4.55073452,4.6793789864,3.5323543549,2.8642654419,3.8138530254,5.5255832672,4.4034724236,6.5357437134,4.7245249748
ACH-000829,HUNS1,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,,,5.2637104988,0.003820963,4.8671898842,5.9957919121,5.6958127022,0.0,3.3151040077,2.6149406433,0.8105089068,5.4937562943,0.1377789229,4.2938780785,5.5243520737,0.1230542958,1.9822361469,6.4811859131,0.1157923564,0.8381046653,4.9117875099,5.0506234169,3.7333977222,0.0768915117,0.0155246872,7.1553139687,2.8357825279,3.3189139366,8.1071434021,5.484131813,6.9681367874,3.4777421951,3.951587677,6.1752371788,5.196457386,1.6356847286,6.2802176476,0.1067181602,4.4343147278,6.4535207748,4.3581290245,0.0684025362,2.5820331573,0.0,6.6096100807,0.0400760174,5.3281254768,5.0826005936,4.1434750557,4.9212460518,0.1606724113,4.0581865311,4.9310212135,6.3103346825,5.742249012
ACH-000612,HUT102,Lymphoid,Mature T and NK Neoplasms,Mycosis Fungoides,,,5.0270037651,0.0092884032,4.979572773,5.6316890717,5.7815775871,0.0029703351,3.4322500229,0.6576774716,1.344004631,5.1929121017,0.1262248904,3.4391176701,6.5398893356,4.9513268471,6.1427526474,6.0409231186,1.5621080399,1.3441865444,2.7263123989,5.7878789902,3.9638440609,0.6441857815,0.039553944,6.5563220978,4.4636287689,3.130420208,7.215426445,7.4445595741,5.7113628387,3.1921737194,5.1804184914,5.6267108917,5.4089221954,1.3551459312,6.2511000633,0.225165084,4.5193533897,5.7957019806,5.8598527908,0.0772826523,3.6651313305,0.0579589829,7.1178717613,0.0876732916,6.2414016724,5.40234375,4.1367821693,4.547554493,0.9733496904,3.9847533703,4.2590088844,6.0972738266,5.9677567482
ACH-000538,HUTU80,Bowel,Small Bowel Cancer,Duodenal Adenocarcinoma,,,4.380964756,0.0082430486,4.5226330757,5.3331623077,6.3694596291,0.0,3.2957437038,0.093554765,0.050634034,5.7140231133,0.0845310241,5.1980342865,5.0838260651,0.6836479306,3.0220267773,5.9150571823,6.9959931374,7.0357336998,5.0573720932,5.0806407928,3.419444561,4.880636692,4.5100946426,6.5769515038,4.2404594421,3.2837455273,8.3262987137,5.2605037689,6.2265162468,2.5156822205,5.6154308319,5.647898674,5.7129178047,5.9925689697,6.6483273506,1.3397302628,5.9658236504,5.0165719986,5.3381142616,0.0818863288,3.5506298542,1.4320186377,7.702934742,0.0112422863,4.4297633171,5.7434988022,4.7185916901,3.8351256847,1.7355741262,5.0082402229,5.0319509506,5.8559474945,5.7129535675
ACH-000966,IGROV1,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Endometrioid Ovarian Cancer,,,3.1559872627,0.0,4.6133899689,3.0302319527,5.8402490616,0.0357533954,2.6360607147,0.6115605235,0.0446976647,5.0354657173,0.0723720118,4.5584759712,0.2947377861,6.5490808487,0.8739879727,5.9994521141,2.9629671574,8.0028038025,5.9774518013,5.2282567024,2.7255754471,4.9807152748,2.4455599785,6.7902770042,4.3962416649,3.285670042,7.939455986,5.9915966988,6.887342453,2.6750209332,3.9720768929,5.2135648727,4.8933086395,5.9610538483,6.3084754944,4.4125714302,3.6438214779,5.6846871376,4.1047477722,2.8398931026,3.0968520641,0.2601208389,7.6597104073,0.5948093534,4.7345199585,5.4174847603,4.1455960274,2.2101800442,4.9182667732,4.9296159744,4.7031173706,6.4932308197,5.69115448
ACH-000310,IMR32,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,MYC Amplified,,6.1717553139,0.0039864238,4.8485980034,5.3686742783,6.1382699013,0.0898845345,3.5018975735,0.137540251,0.1651156992,5.9987912178,0.393837899,3.514841795,6.4073767662,0.4017287493,6.578994751,6.9455609322,0.1108937114,8.0493421555,3.8457610607,4.4726634026,3.4057078362,0.099643968,0.0713068619,7.5235147476,5.1638288498,3.8013966084,8.8688564301,5.9636893272,0.2698111534,3.1694455147,4.7781033516,6.1294913292,6.3918671608,1.0051341057,6.6981906891,1.1882805824,0.5204956532,5.7234792709,5.1396741867,4.1509900093,3.4309301376,0.4025148153,8.0905570984,2.6161201,4.566693306,5.3239789009,4.474773407,3.4477908611,1.8248819113,4.737226963,4.1880054474,6.2040038109,5.8720874786
ACH-000512,INA6,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,,,5.6667423248,0.0045071449,5.5595989227,6.169054985,5.4804201126,0.0,3.3668746948,1.4394528866,3.8566071987,4.5845475197,0.0890452042,4.657851696,5.4702048302,4.3661193848,0.0494565181,6.1049385071,0.6262045503,7.0555753708,6.2909035683,5.2445406914,3.7364208698,0.0971846655,0.1296707541,6.3494429588,4.143140316,2.5700743198,7.7691302299,5.1319475174,8.0945425034,3.1304812431,5.3767104149,5.4435968399,5.2977490425,1.8405357599,5.4588446617,0.1419872642,6.9411416054,4.7210006714,6.9578447342,0.0132278362,4.4548535347,0.0331614874,5.8745484352,0.1286932826,5.1755285263,3.7011609077,5.5599689484,3.9592602253,1.5210055113,4.5094804764,5.0097951889,6.4089579582,7.0118088722
ACH-000629,IOMMLEE,CNS/Brain,Meningothelial Tumor,Meningioma,,,4.8011174202,0.0,4.4365615845,5.9811515808,5.7458882332,0.0,3.5910928249,0.0,0.0739943087,5.5014867783,0.0335392915,3.6373898983,3.0849027634,5.0464429855,1.2677155733,6.4900999069,0.556671679,6.2699084282,4.7012553215,4.8726415634,3.547375679,0.0656205639,0.0417027771,7.2984933853,3.8182983398,3.8993012905,8.5754976273,5.4671978951,7.0977053642,3.0595612526,5.1501817703,5.2166643143,5.2308564186,4.306116581,6.9213290215,4.5138316154,0.2562268972,6.2067761421,4.7521224022,0.0082731722,3.1427385807,0.0,7.0907688141,0.0207901951,4.5979242325,5.9272065163,3.7464203835,3.991045475,1.9437338114,4.2970519066,3.7096655369,6.1066331863,5.7904539108
ACH-002706,IS076A,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,,,4.6572685242,0.0899956897,4.0880908966,5.0065674782,5.9126811028,0.0040310239,3.5809533596,0.0,0.0454974882,5.505525589,0.0,4.2305717468,4.9028697014,5.564201355,2.3026993275,5.8342080116,4.2432804108,7.4814200401,5.0219635963,5.3370261192,3.542976141,5.379846096,4.3549599648,7.5585508347,9.8630027771,2.7447252274,8.7245483398,6.1706924438,6.2264661789,2.5425329208,4.4961557388,6.3358707428,5.1472496986,5.6096458435,7.5449719429,4.5464868546,4.5368733406,5.5636553764,5.5391278267,0.2457645833,2.9447834492,0.007554336,7.336827755,0.0,4.6360445023,5.2908997536,4.4434738159,3.9435369968,2.7971353531,5.5954322815,4.284040451,5.6853122711,6.0543842316
ACH-002705,IS076P,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,,,5.0189633369,0.1377343386,4.0402789116,4.8265891075,5.3436279297,0.1070142314,3.4995269775,1.0134408474,0.0814705268,5.060751915,0.0771746263,4.7655453682,4.5654144287,7.3948054314,4.009642601,4.8937454224,6.2757968903,7.7857141495,4.4076652527,4.6758723259,4.2550625801,5.2371354103,4.4994888306,6.9269366264,10.0897283554,2.3155169487,6.9275054932,5.1094732285,6.5215878487,3.1116907597,4.7408576012,6.0572772026,4.7911262512,6.0187253952,7.3814477921,6.4639658928,4.9220314026,6.2859978676,4.456964016,0.0464267991,3.5087456703,0.1855050325,6.9973487854,0.4049271047,5.323633194,5.4850082397,4.072165966,3.8371863365,2.2522854805,5.1234717369,4.5999426842,6.1970477104,5.0907011032
ACH-000216,JHESOAD1,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,,,4.3257966042,0.0092683341,4.0099382401,5.5312285423,4.7035269737,0.0254696887,2.5884304047,0.1873509586,0.3252309561,5.1293654442,0.0462451763,5.5859661102,3.7930738926,5.8039398193,3.6699564457,5.7229495049,8.8848972321,8.1494779587,5.4894948006,4.1504702568,3.7291612625,6.7896251678,3.3490169048,8.0775852203,5.1415758133,2.1715750694,7.3749871254,4.2719707489,5.2856020927,3.3565988541,4.3238167763,6.2212023735,2.9301013947,5.7147703171,6.7195940018,6.0009913445,0.1542137712,6.2055077553,3.9350731373,0.0136852134,3.0758183002,0.0085256128,7.3463187218,0.4134391844,5.2635903358,5.0638093948,4.3149504662,3.2693831921,1.8514312506,4.6274490356,3.6432790756,5.7933731079,5.4952344894
ACH-000577,JHH2,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,,,3.1557426453,5.3485474586,3.6466236115,4.3936495781,6.7804937363,0.1262923032,2.7163302898,3.4034614563,0.0325409919,4.1555466652,0.0561229028,4.3660492897,4.7689199448,6.549893856,0.1641606688,4.3973579407,3.8284182549,7.2285108566,8.5354738235,5.4966187477,3.3516595364,7.3572878838,2.7464590073,5.3907089233,2.9238908291,2.6803715229,7.3109397888,3.5734956264,5.7282714844,1.3378537893,3.9592602253,3.9859011173,5.3645162582,4.7294220924,6.08897686,5.4447498322,7.6742062569,4.6510748863,3.1314330101,0.0626771227,3.068249464,0.0841064528,7.3866729736,0.0124413818,0.5757373571,5.9802880287,4.4903006554,2.85429883,2.5459756851,3.9197690487,4.2609062195,4.9727568626,5.7037539482
ACH-002653,JIH5,Myeloid,Acute Leukemias of Ambiguous Lineage,Acute Leukemias of Ambiguous Lineage,ZNF384,,5.5384759903,0.0,4.7618598938,5.2055644989,5.1495599747,0.0,3.3208284378,0.0799357966,0.0,5.5695915222,0.0182239525,3.4846022129,6.2259206772,0.0,4.4566550255,6.0517268181,0.0,0.13846457,2.4722044468,4.6606492996,4.1559677124,0.0,0.0101926178,6.897954464,5.7497086525,2.1916825771,7.2440404892,7.7813467979,7.4554586411,2.6441700459,6.6796488762,6.4330263138,4.990945816,1.5100605488,6.1393260956,0.0,0.4276812673,4.9656920433,5.4987740517,0.013558019,3.1803085804,0.0039461399,5.9885482788,0.0,5.9355163574,3.9145741463,4.3774499893,3.6257731915,0.0559744164,4.3170580864,3.9312291145,5.6209030151,5.8192873001
ACH-000711,JIMT1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,Basal A HER2+,,3.0346472263,0.0,4.9739508629,5.1647663116,5.2592086792,0.0,2.8602735996,0.2323586792,1.746622324,5.3057079315,0.0445675813,4.5840244293,2.4172341824,5.5236182213,5.947687149,5.9625720978,3.8730354309,8.3254852295,5.8018131256,5.2164468765,3.5838439465,2.3140439987,1.3398499489,6.5087156296,4.009168148,2.12281847,10.2824745178,4.3491106033,6.4329476357,1.6864511967,3.1507692337,6.7568497658,4.100338459,8.4325876236,5.7378678322,5.2146997452,7.9816131592,5.4948282242,3.5436320305,0.0747246295,3.3391530514,0.9169604182,7.4018435478,0.0115800798,4.0836901665,3.8349235058,4.7997503281,2.7545027733,0.6841284037,5.3021254539,4.0869960785,5.7874403,3.6965279579
ACH-000241,JK1,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",BCR::ABL1,,3.8831319809,0.0046610241,3.9418764114,5.3401565552,5.9706721306,0.0211883169,2.8021662235,0.706548214,0.0,4.5322360992,0.1088870466,3.7302052975,3.5158133507,0.1749304682,1.8611494303,4.3598022461,0.4155358672,2.5569124222,6.0743489265,7.0683054924,3.7939894199,0.5177685022,0.5515967607,5.5964999199,3.738389492,3.183303833,7.8741822243,5.8358054161,7.4528837204,1.7214032412,4.392496109,5.6093235016,5.4284572601,0.7653123736,5.6290507317,0.0787491798,3.0668194294,4.3451552391,5.1335058212,4.6129007339,3.5440895557,0.0054373569,5.7450976372,0.019286301,5.3959951401,3.0408608913,3.9019191265,3.0491166115,3.3176050186,3.6465890408,4.1812458038,6.778550148,5.0996613503
ACH-001096,JR,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,,,5.2956900597,0.0182852075,5.8511118889,5.697634697,5.4962387085,0.0,3.8674714565,0.0,0.0573920421,6.0870661736,0.0118662836,5.154607296,6.0011963844,5.5013914108,2.3811752796,6.9537191391,0.0680832937,1.6916637421,4.2303566933,3.2058711052,3.1025002003,0.0,0.2095007747,8.1074838638,4.8171372414,3.4359886646,8.8820104599,9.2204046249,0.9765718579,2.4417595863,5.83066082,5.8137145042,5.7519803047,1.9227306843,5.8827433586,0.5937275887,4.2558860779,3.7046506405,4.5938615799,1.8423030376,2.1188912392,0.0271059144,7.6894741058,1.50709939,2.562574625,5.2575011253,5.0983099937,3.2059133053,2.3133358955,3.9430305958,3.6082651615,6.3785862923,1.6876251698
ACH-002659,JVE127,Bowel,Colorectal Adenocarcinoma,Mucinous Adenocarcinoma of the Colon and Rectum,,,3.1371035576,0.0643627793,4.3178973198,5.4987549782,5.0661797523,0.0,2.8136703968,0.0942630991,0.0,4.4981489182,0.0,1.9834843874,3.8231277466,4.2054629326,0.4119110405,3.5493612289,6.2270536423,8.4960432053,7.7177314758,4.6731266975,3.5063352585,3.6354176998,3.7384328842,6.0484213829,6.225880146,2.1136872768,7.9204602242,4.2304182053,6.5277462006,3.0608930588,5.4155254364,6.1513066292,4.279671669,4.182446003,5.1883535385,2.2923901081,2.8200993538,3.6714971066,3.3155226707,0.0120179486,3.3983819485,0.7024341226,7.5321297646,0.0,3.0495471954,4.0799241066,3.7417798042,1.5714730024,1.3950079679,3.6049489975,3.3351716995,5.7749109268,5.4413142204
ACH-002664,JVE253,Bowel,Colorectal Adenocarcinoma,Mucinous Adenocarcinoma of the Colon and Rectum,,,5.2327375412,0.0943914801,5.0671439171,5.0341143608,5.2299990654,0.0,3.9844982624,1.4568535089,0.0185814779,5.5463633537,0.0,3.8066849709,4.6278810501,7.5597443581,4.9191732407,5.82280159,5.7602314949,7.1633677483,5.8116869926,4.0341892242,3.4441885948,6.7847657204,4.2706408501,7.3548221588,5.4933495522,2.9346864223,7.705742836,4.209944725,5.6187348366,3.7742810249,5.952067852,6.6405296326,2.7372758389,6.0817847252,6.3174123764,5.3426117897,4.8476209641,5.0632309914,3.9273560047,0.0,4.3800091743,0.0,6.3817505836,0.0,4.7538237572,5.7595286369,4.4924430847,2.9788124561,1.9783457518,5.2095155716,4.2448568344,6.5988521576,5.5449242592
ACH-000106,JVM2,Lymphoid,Mature B-Cell Neoplasms,Mantle Cell Lymphoma,,,3.8683214188,0.0059144511,3.8225057125,5.2236232758,5.5392022133,0.0,2.825366497,3.1559612751,0.4486028552,3.4755129814,0.1737299711,3.7150917053,4.4297027588,0.2376481444,0.1087934002,4.9566516876,0.3166543543,7.8421430588,6.254881382,5.6102690697,4.0773711205,0.0521404073,0.0853117928,5.7460250854,2.9845528603,3.0030391216,7.6273589134,6.2660989761,6.4349551201,3.0207386017,4.7633638382,5.7520794868,5.4127206802,2.8422346115,6.1049027443,0.1064622328,4.3102164268,4.8429083824,5.2126235962,0.0168642551,3.9263980389,0.0294726752,6.5183162689,0.0221291482,5.803955555,4.1041688919,4.3102164268,4.0243105888,0.124441959,4.498939991,4.2478442192,5.4844155312,5.211265564
ACH-000404,K029AX,Skin,Melanoma,Cutaneous Melanoma,,,3.9250879288,0.0,4.0654773712,4.8535866737,5.5984964371,0.0032784031,3.1576871872,0.2249799371,0.8417348862,4.8715777397,7.2491416931,4.1650195122,4.4957461357,5.5867767334,0.1906894445,5.7986907959,0.412751168,5.7157316208,4.6818370819,4.680791378,3.0438973904,0.047046937,0.2468677312,6.5180015564,4.0868854523,3.377756834,8.0700244904,6.1159009933,5.6064777374,1.7726415396,4.6707215309,4.6637034416,5.4227004051,4.0346293449,5.9312410355,1.5880417824,5.9948511124,4.1826686859,6.2912130356,2.5676355362,3.1718120575,0.2709080279,9.118393898,1.1126401424,3.1445717812,6.0368990898,4.0473203659,3.8081276417,7.0473966599,4.228872776,5.1344017982,5.4989304543,5.5381345749
ACH-000053,KARPAS299,Lymphoid,Mature T and NK Neoplasms,Anaplastic Large-Cell Lymphoma ALK Positive,,,5.2534861565,0.0,4.9743318558,5.1926083565,5.8431649208,0.0,4.2656393051,0.1223374307,0.0204559751,4.2551531792,0.0615094043,3.6968729496,1.1431583166,4.301199913,0.2496989667,6.5025835037,0.2091701031,0.7794866562,6.9313168526,5.59522295,3.8159852028,0.0876651406,0.0629077926,7.2644333839,5.0323653221,2.3023891449,7.8827223778,4.4211087227,5.1854343414,3.5920982361,4.7023472786,5.1707501411,5.5695853233,1.7533049583,7.4407944679,0.1239323318,6.6349549294,4.9333553314,3.8538959026,0.0253392775,3.6694691181,0.2417559922,7.3297066689,6.1925849915,5.2178473473,4.4766993523,3.6489140987,3.1573832035,0.0925741568,4.6206393242,4.6273732185,5.879301548,5.5841236115
ACH-001097,KARPAS384,Lymphoid,Non-Hodgkin Lymphoma,Non-Hodgkin Lymphoma,,,3.4317512512,0.0,4.6956043243,5.1462926865,6.7142591476,0.0,3.6679828167,2.8954615593,0.0,3.9341766834,0.3323355913,0.4053661525,2.6974134445,0.0395062156,3.4703025818,5.0802993774,0.0,0.0126945237,2.7264039516,5.9886755943,1.8182125092,0.0,0.0,6.8119206429,2.4769544601,0.4311318994,6.0694441795,6.7950267792,4.4743971825,1.9901996851,3.5913562775,5.4168906212,2.3327622414,1.3775957823,5.7848753929,0.004517212,3.7247376442,5.2015752792,1.945540309,0.0,2.9764242172,0.2979848981,5.3644428253,0.0446347222,0.8979962468,5.8991417885,4.1879577637,3.3889210224,0.0,2.3063437939,4.4380397797,4.7518224716,3.6275017262
ACH-001098,KCIMOH1,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,,4.0363097191,0.003937507,3.7985067368,5.3057880402,4.821501255,0.0,3.3601255417,0.0,0.0335956737,5.7116985321,0.0103659444,3.3520028591,4.2946205139,6.8309903145,4.6179447174,4.5110187531,3.5286462307,8.104268074,5.4479789734,4.6430711746,4.0792584419,3.9704670906,6.0905127525,6.5586700439,5.9290308952,3.7971374989,8.0445632935,5.6527304649,6.5750703812,2.4092850685,4.4132556915,3.3170087337,4.4301714897,5.725915432,6.1867756844,4.163611412,5.3003358841,4.4920067787,5.4794507027,0.0,3.947507143,0.0,7.8479027748,0.0105979694,6.0319752693,4.0665540695,4.4056181908,3.0143678188,2.6272284985,4.9633584023,4.0548052788,5.3078217506,6.086359024
ACH-001099,KD,Soft Tissue,Rhabdoid Cancer,Extrarenal Rhabdoid Cancer,,,4.6968784332,0.0,4.0642104149,4.9265403748,6.3809251785,0.0280726105,2.5461461544,0.0,0.0480924658,4.0602550507,0.0400353223,4.0276584625,0.0254583489,0.1583137512,0.1891628951,5.4712786674,0.0,6.4679121971,5.6583971977,5.132856369,3.3859293461,0.0,0.0260748118,6.4567847252,3.8721196651,3.8338413239,8.4148244858,5.2613124847,6.9082603455,1.8988081217,4.7402367592,6.3280124664,5.3926916122,6.0791497231,7.079015255,0.8738250136,0.6291980743,4.8326621056,5.4080357552,0.0358082801,3.6997070312,1.0209608078,7.4383592606,0.025152145,4.6177158356,4.9537353516,3.8263247013,3.4182088375,0.1042279527,4.5966134071,5.121740818,5.2051382065,5.2976903915
ACH-000126,KG1C,CNS/Brain,Diffuse Glioma,"Glioma, NOS",,,3.5570423603,0.0200405791,2.6200842857,5.156671524,6.5891432762,0.0049514789,3.3996045589,2.0481419563,0.3724094629,4.5071287155,0.4136189818,2.9666686058,5.075211525,6.503715992,2.2013263702,6.139954567,0.9384491444,7.8231506348,7.4924221039,4.3429670334,3.7161018848,0.4652452171,2.4310612679,5.5952711105,3.9303967953,4.1183929443,8.0780649185,7.03347826,5.0795702934,1.4610518217,4.6094064713,5.9569349289,4.6600384712,4.4525690079,5.8520264626,5.0824384689,0.3162430823,4.3127379417,4.7685761452,0.063341409,3.467944622,0.543731451,7.3220000267,0.325014472,5.1010909081,6.1895084381,3.2706291676,4.0247540474,3.0672791004,4.6385602951,4.4650473595,6.5028939247,4.6509308815
ACH-001100,KHYG1,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL),,,3.216835022,0.0,4.2486104965,4.6263980865,5.1789455414,0.0,2.8651270866,4.7620668411,0.0374117419,3.4821770191,0.2843174934,3.027074337,2.3453338146,0.0,3.5507776737,5.365737915,0.0,0.0908669755,2.6352784634,4.6741557121,2.1359715462,0.0,0.0054934099,6.9668111801,2.3986432552,0.921800375,4.5021653175,4.6384444237,6.1894292831,1.2676017284,3.0202231407,5.3640575409,2.5833482742,3.1493000984,4.7621574402,0.0,7.7587695122,5.5621170998,3.4069461823,1.3031611443,2.5098757744,0.0528999567,4.2561349869,0.0439477786,4.4622812271,5.4025416374,4.5646953583,2.5294110775,0.0,2.7767105103,4.0721230507,4.0993118286,3.4645113945
ACH-000773,KIJK,Lymphoid,Mature T and NK Neoplasms,Anaplastic Large-Cell Lymphoma ALK Positive,,,4.8873448372,0.0045675482,4.1726474762,5.5398225784,6.1121954918,0.0112308338,3.1278231144,0.0195311289,0.005279249,4.9988951683,0.0805839896,3.7126839161,4.595205307,3.3325288296,1.5709729195,5.8818016052,0.9830822349,0.6253266335,5.2165555954,5.2075648308,3.2883777618,0.0412331671,0.0319611505,7.2532520294,4.6212902069,3.334243536,7.888566494,6.7919573784,6.1754827499,3.4943516254,3.2544701099,4.8567967415,4.9818482399,1.0019103289,6.9775090218,0.1164805368,5.2223291397,5.6188759804,3.8875057697,0.0705940425,3.6489026546,0.2942201793,7.1803369522,7.6733160019,5.2719635963,4.0654258728,4.5477275848,2.9805572033,1.7613576651,4.4616661072,4.4112906456,6.1030716896,5.0470323563
ACH-000969,KM12,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,MSI,,5.0368943214,0.0157359056,3.6012091637,0.2604063153,5.1308979988,0.0073289978,3.8530573845,0.0330656096,0.3780088127,4.3719630241,0.207179442,2.604524374,4.176841259,5.1395840645,0.0386567116,6.1299405098,8.1342515945,5.1553163528,8.1427249908,4.6743364334,3.3628780842,7.931180954,4.0834517479,6.4285144806,4.1951899529,3.101085186,8.1356372833,4.8168606758,6.7335443497,4.0909128189,4.1278891563,4.9642643929,4.1384539604,4.4568982124,5.5912694931,2.8856954575,7.4815573692,4.9033613205,4.9323449135,0.0286794715,3.3324444294,0.0304928776,6.9836206436,0.0,5.0928416252,3.9957830906,4.5042009354,3.7301726341,0.4824249744,4.1641669273,4.1776390076,5.6100797653,5.1483931541
ACH-001853,KMCH1,Liver,Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma,Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma,,,3.6964056492,0.0043978379,4.2401385307,5.1320009232,3.7000844479,0.0,3.1762349606,0.0072902418,0.0,5.6481232643,0.0209423471,3.4259467125,3.5589411259,6.6352567673,2.9845912457,5.5540699959,4.9156308174,6.645087719,5.1531324387,6.1781888008,3.371696949,5.6072797775,4.4117178917,7.4132471085,3.9142680168,2.7865190506,8.2184906006,5.4525098801,6.8962841034,1.0753957033,4.227833271,5.2750740051,5.6067323685,6.483941555,6.580602169,7.6042938232,0.0,4.8344583511,3.9708628654,0.0,4.1917128563,0.0,6.2915039062,0.0,5.0384669304,4.267865181,3.1636548042,3.5654265881,1.2626196146,5.4280619621,3.7506923676,5.6696419716,5.857085228
ACH-000889,KMM1,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,,,5.3868904114,0.0,4.8923425674,5.9889755249,6.4037876129,0.9591929913,3.5961122513,0.1409579217,0.6543750167,5.5090751648,0.0524924099,3.3910570145,5.5236654282,4.8734292984,4.6250424385,6.7756037712,0.1938663423,0.4262905121,4.9312667847,4.8965044022,3.616298914,0.0354183987,1.0559661388,7.1299734116,5.1712508202,3.908274889,7.8726439476,4.914296627,8.8835353851,2.1402943134,3.5855154991,4.4043445587,6.274371624,1.7635900974,6.3710846901,0.0935736969,7.3853707314,6.2652044296,4.681499958,0.0305324271,4.6216239929,0.0,7.1632771492,0.0,4.7270708084,5.2523097992,5.8505945206,5.0661063194,2.9770162106,5.1334071159,5.1304531097,6.7213864326,6.5906410217
ACH-000709,KMRC2,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,,,4.0935263634,0.0235066041,4.0048069954,4.204805851,5.7996287346,0.0120322565,2.7872402668,3.0650982857,0.0571729727,4.4074888229,0.0579118617,3.3097393513,4.4808015823,6.4816880226,0.0650676563,5.7730202675,2.7406792641,7.5306015015,6.9678139687,4.3202028275,2.6058404446,0.032831531,0.0309716426,5.6275486946,3.0411903858,2.6879832745,7.9194769859,5.625837326,5.8140249252,2.274261713,4.8518738747,4.9602246284,4.8156523705,4.1429362297,4.8379735947,4.8066177368,4.7460064888,3.939442873,3.8389518261,0.6279616356,1.9001809359,0.0045819292,6.4397096634,0.0418092944,4.6708631516,4.8491034508,3.3112270832,3.3860163689,4.4137635231,3.2251377106,2.8193228245,4.6754431725,5.6147627831
ACH-000588,KMS26,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,,,5.3060655594,0.0,5.2793040276,5.3249759674,6.2242622375,0.0213461127,4.5112338066,0.0983036608,2.5412769318,6.438065052,0.1251405776,4.7803993225,4.7953615189,0.5102267265,3.1788468361,6.0031614304,0.3933887482,0.7754955888,7.4079051018,5.1651320457,4.1846451759,0.0782409161,1.5579736233,7.0003042221,7.4997582436,2.8970718384,7.0366573334,4.3789830208,8.6126585007,3.2120680809,5.3117103577,6.0165095329,6.7631459236,2.0577726364,5.434981823,0.1851421595,8.3664188385,6.9219002724,5.5905241966,0.0747780576,4.1741585732,0.0255207159,6.6379189491,0.0237833578,6.4236536026,3.8965139389,4.4746179581,4.4780983925,2.0235817432,4.1886305809,5.1612429619,5.5810618401,6.155415535
ACH-000498,KO52,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,,,4.8525929451,0.0043129758,4.6687717438,5.1576704979,5.6550111771,0.0,3.4854655266,4.0404977798,0.2235770077,5.4169917107,0.2118731886,3.5361647606,6.7284646034,0.6830046773,0.0876529217,5.5390844345,0.7755411267,0.6268203855,6.6108846664,5.1725754738,3.5782263279,0.0974759609,0.0636699796,6.7564229965,4.3017268181,3.1744368076,7.7825136185,4.425573349,7.801068306,4.2320775986,5.1803746223,5.4032201767,5.5889034271,1.7320694923,6.3331251144,0.1051872671,3.9621510506,5.128639698,4.998547554,3.889103651,2.5212242603,0.2225127816,6.7901988029,0.0,5.8297863007,3.8866574764,4.5292835236,4.1365032196,1.5582185984,4.0432481766,4.5159645081,5.6610512733,5.3924412727
